inc_id,scan_id,bmctotal,bodyfat,fitness,leanbodymass,leanmassarms,leanmasslegs,shoulderwidth,visceraladiposetissue,weight,neck,chest,underbust,overarm,bicepleft,bicepright,forearmleft,forearmright,wristleft,wristright,stomach,seat,thighleft,thighright,calfleft,calfright,waist,bodysurfacearea,pantwaist,backneck2waist,sleeveleft,sleeveright,acrossshoulder,crotchlength,inseam,chestcb,hipscb,outseamleft,outseamright,process_date,load_filename,load_timestamp,version,year,month
837,8c83a9b8-0842-4661-b457-8223c8200bd4,4461.2,55.66,5.99,245.02,9470.89,22395.24,24.46,2161.98,111.13,19.82,56.17,49.51,57.49,17.67,20.8,15.01,14.99,8.6,9.09,64.59,56.01,25.39,31.98,17.62,17.46,66.01,3748.17,63.06,19.45,34.08,33.04,22.54,43.94,29.25,52.97,51.11,40.01,36.29,05-11-2025,scanId-8c83a9b8-0842-4661-b457-8223c8200bd4_2025_11_04_00_00_00.json-app-measures-version-5.0.0,15:11.9,5.0.0,2025,11
838,9d776f0e-219f-4362-a30f-07066ca85e0d,4630.86,46.09,14.28,166.43,13182.61,30749.55,24.34,2820.22,179.62,20.74,51.14,57.77,67.48,14.91,14.28,13.43,12.1,8.06,8.18,47.28,55.95,32.73,29.05,19.67,21.05,51.83,3916.3,49.6,18.59,34.74,35.11,22.13,44.46,32.5,56.36,48.1,37.44,36.1,25-11-2024,scanId-9d776f0e-219f-4362-a30f-07066ca85e0d_2024_11_24_00_00_00.json-app-measures-version-5.0.0,14:52.7,5.0.0,2024,11
839,de93c1bf-1b81-485d-aea3-b57e8d053323,3739.45,27.44,7.35,246.44,14029.54,26559.47,23.4,2110.82,163.29,18.66,52.85,56.07,67.31,19.24,15.78,12.02,12.71,9.64,7.05,51.2,45.82,35.78,30.02,18.29,19.67,43.14,4379.49,56.1,20.87,33.82,36.34,22.26,36.85,31.8,63.51,58.32,40.41,37.57,20-07-2025,scanId-de93c1bf-1b81-485d-aea3-b57e8d053323_2025_07_19_00_00_00.json-app-measures-version-5.0.0,13:12.4,5.0.0,2025,7
840,3d6ac973-1490-42a4-b5c9-ce25c118aa57,4777.19,27.69,6.75,218.81,8953.49,33099.36,24.92,1776.01,153.77,20.32,65.11,67.12,64.71,16.45,15.04,12.6,13.11,9.34,8.18,60.0,68.69,32.8,29.82,20.27,17.89,50.56,3562.27,65.74,21.52,33.47,33.01,22.91,35.02,31.44,63.16,62.27,36.52,37.1,17-11-2025,scanId-3d6ac973-1490-42a4-b5c9-ce25c118aa57_2025_11_16_00_00_00.json-app-measures-version-5.0.0,43:16.7,5.0.0,2025,11
841,97965f3a-88f6-4504-92fe-88a0b6b40042,3534.01,56.3,12.06,173.52,10496.32,27469.84,20.9,3989.42,134.26,19.71,62.49,59.03,60.27,20.99,18.78,14.77,13.96,9.27,8.34,68.4,46.99,27.01,28.54,18.41,20.59,64.22,4010.05,55.73,20.08,36.62,35.42,23.83,36.63,31.8,51.62,53.79,39.96,38.94,09-06-2025,scanId-97965f3a-88f6-4504-92fe-88a0b6b40042_2025_06_08_00_00_00.json-app-measures-version-5.0.0,56:36.5,5.0.0,2025,6
842,d2b8d0dc-1608-428c-b241-d13962038a66,3514.38,42.76,8.19,241.53,9366.15,31918.75,23.49,2980.23,138.8,22.88,65.46,62.27,63.76,16.99,19.46,15.09,14.71,9.34,8.45,56.15,51.04,29.23,35.91,17.7,19.75,64.83,4271.13,57.99,19.71,35.96,34.61,21.8,36.39,29.75,55.61,53.82,40.64,37.23,21-02-2025,scanId-d2b8d0dc-1608-428c-b241-d13962038a66_2025_02_20_00_00_00.json-app-measures-version-5.0.0,46:20.5,5.0.0,2025,2
843,bb98d925-fdab-4e6e-a7a7-9a49604556e0,3697.02,25.71,9.51,245.39,9340.0,25642.06,20.12,3614.12,117.03,22.47,66.74,59.54,62.43,20.37,20.35,13.45,15.63,8.92,7.12,54.0,59.59,32.48,25.45,20.31,17.22,54.66,3887.0,68.26,19.82,36.28,33.12,20.54,42.26,35.47,65.8,59.57,39.33,37.2,06-08-2025,scanId-bb98d925-fdab-4e6e-a7a7-9a49604556e0_2025_08_05_00_00_00.json-app-measures-version-5.0.0,22:49.5,5.0.0,2025,8
844,a6adcfbe-6235-4133-b006-37a36570f5d5,4842.13,52.66,12.13,190.1,13355.64,22669.32,19.18,2837.97,175.09,21.0,67.79,65.53,58.6,18.32,17.91,12.35,15.11,7.52,8.84,50.82,65.07,34.32,33.89,18.56,18.32,52.37,3783.12,53.58,20.38,34.34,36.23,22.18,41.39,33.82,68.3,54.04,40.8,39.06,02-02-2025,scanId-a6adcfbe-6235-4133-b006-37a36570f5d5_2025_02_01_00_00_00.json-app-measures-version-5.0.0,52:59.3,5.0.0,2025,2
845,82c1addd-c9ca-42d0-bf38-8d4b8228af5e,4708.4,49.53,7.62,227.2,8788.02,30374.18,20.67,2399.8,167.83,19.98,62.28,65.15,56.6,14.6,15.54,13.4,12.16,9.16,8.94,50.98,66.45,35.52,28.46,21.41,18.52,51.58,3956.95,66.46,19.7,35.73,36.42,21.42,37.37,31.18,55.9,53.32,41.11,40.85,26-07-2025,scanId-82c1addd-c9ca-42d0-bf38-8d4b8228af5e_2025_07_25_00_00_00.json-app-measures-version-5.0.0,30:41.9,5.0.0,2025,7
846,17e39f2f-23ca-4e1c-8e65-3352537c0ed4,4490.27,36.55,11.59,200.91,8029.13,24833.76,23.91,2885.18,127.46,20.02,48.21,54.39,62.59,19.17,18.09,13.1,14.39,8.18,7.19,61.71,52.21,27.94,26.43,16.03,18.44,56.57,3750.07,62.48,20.94,35.37,35.04,23.61,42.25,30.15,67.82,63.2,37.54,39.22,14-11-2025,scanId-17e39f2f-23ca-4e1c-8e65-3352537c0ed4_2025_11_13_00_00_00.json-app-measures-version-5.0.0,51:37.5,5.0.0,2025,11
847,60ec17b6-db4b-4f82-b219-496ea4a345a3,3585.82,58.85,11.7,229.45,9802.68,34456.77,24.02,2166.74,157.85,21.07,68.5,53.19,58.33,18.13,15.06,14.19,13.38,9.25,9.14,61.78,61.61,34.85,29.79,21.76,19.97,62.99,3720.57,68.88,19.54,36.4,35.68,22.2,41.45,34.44,49.73,66.62,40.11,38.63,20-04-2024,scanId-60ec17b6-db4b-4f82-b219-496ea4a345a3_2024_04_19_00_00_00.json-app-measures-version-5.0.0,15:53.9,5.0.0,2024,4
848,a429650b-dec1-444c-9a23-94b6d0268084,4359.01,25.67,12.94,202.25,9777.27,34690.48,24.26,2255.82,117.48,19.98,54.21,61.32,58.73,19.81,20.52,13.41,13.59,8.83,7.52,61.9,63.86,32.6,34.94,21.42,18.07,66.9,3734.23,56.85,20.0,36.31,34.3,22.74,44.18,31.18,51.63,46.89,39.09,40.7,26-03-2024,scanId-a429650b-dec1-444c-9a23-94b6d0268084_2024_03_25_00_00_00.json-app-measures-version-5.0.0,30:45.6,5.0.0,2024,3
849,3a4412ec-639c-4512-a8c0-abbafd69e91b,4907.46,43.13,14.3,206.98,10318.07,27138.07,20.13,2001.4,175.09,21.51,55.47,61.37,57.72,20.09,19.92,13.45,13.82,8.15,8.74,47.03,60.06,33.23,30.07,18.77,18.15,54.17,3780.72,60.07,19.55,36.82,33.01,21.22,32.43,28.7,57.63,46.69,37.91,40.52,03-05-2025,scanId-3a4412ec-639c-4512-a8c0-abbafd69e91b_2025_05_02_00_00_00.json-app-measures-version-5.0.0,45:16.1,5.0.0,2025,5
850,d39ba5c9-291e-44d0-8f48-1403c32ad8a6,3713.24,38.28,5.46,223.81,9448.56,26168.21,20.24,1525.03,91.17,19.24,54.58,64.72,65.8,17.08,20.76,12.2,12.34,7.13,7.99,47.82,67.05,26.89,32.91,18.61,16.64,55.25,4274.69,47.73,21.91,35.55,35.61,23.9,43.2,33.44,62.67,58.17,38.58,38.16,26-06-2025,scanId-d39ba5c9-291e-44d0-8f48-1403c32ad8a6_2025_06_25_00_00_00.json-app-measures-version-5.0.0,18:40.1,5.0.0,2025,6
851,7bdc4526-77f4-436d-b2e4-50dd4df9e7b5,4558.78,52.63,6.31,200.77,11751.61,30077.89,23.3,1582.57,93.89,18.96,53.47,64.96,64.71,19.69,18.82,13.77,13.76,8.68,7.22,45.59,60.82,27.2,28.37,19.56,20.69,51.84,3788.13,46.02,18.37,34.96,36.54,23.39,39.38,32.35,52.73,47.23,40.63,41.7,31-05-2025,scanId-7bdc4526-77f4-436d-b2e4-50dd4df9e7b5_2025_05_30_00_00_00.json-app-measures-version-5.0.0,12:37.2,5.0.0,2025,5
852,a63d8c38-ce7b-46a4-a1b7-2f9d23c93618,4042.11,29.76,12.98,207.76,12341.22,22127.97,22.13,1909.08,168.74,20.12,57.45,49.45,61.57,20.36,15.49,15.12,14.27,8.97,8.73,51.95,54.64,25.02,25.05,18.87,19.91,44.83,4257.19,66.55,19.31,34.82,34.94,20.14,35.52,28.87,48.31,46.15,39.12,36.7,25-07-2024,scanId-a63d8c38-ce7b-46a4-a1b7-2f9d23c93618_2024_07_24_00_00_00.json-app-measures-version-5.0.0,18:38.5,5.0.0,2024,7
853,753eaa65-823e-4b33-91a6-ab3028e1d32d,4092.22,30.91,12.23,207.67,10970.5,28203.11,21.89,1826.12,153.31,18.26,53.44,49.6,67.8,17.36,17.06,14.18,14.2,8.52,9.11,69.58,48.19,27.34,31.74,16.33,16.29,51.19,3656.73,57.31,18.64,34.18,36.6,22.97,40.3,34.47,57.22,56.11,38.9,38.43,16-02-2025,scanId-753eaa65-823e-4b33-91a6-ab3028e1d32d_2025_02_15_00_00_00.json-app-measures-version-5.0.0,31:31.3,5.0.0,2025,2
854,6e4c44b1-2e51-4c25-b9e5-e25926494f43,3711.32,39.64,10.1,222.31,13235.36,27479.07,23.19,3531.77,121.56,20.23,58.85,67.36,60.29,14.67,14.51,13.02,12.98,9.08,7.46,45.13,45.45,30.8,33.31,19.05,21.14,47.54,3783.0,61.74,21.1,35.33,36.62,20.44,34.41,29.92,68.96,67.57,38.03,39.21,18-11-2024,scanId-6e4c44b1-2e51-4c25-b9e5-e25926494f43_2024_11_17_00_00_00.json-app-measures-version-5.0.0,10:30.8,5.0.0,2024,11
855,836f4f0a-8b3f-42ee-908c-ecf5b57fa0ee,3507.73,56.76,13.86,210.95,9888.81,26484.73,21.98,2520.19,154.67,17.09,60.23,48.17,67.03,14.18,20.57,12.72,14.05,9.53,8.79,45.92,68.53,31.79,33.6,16.86,20.99,58.28,4177.44,68.9,20.05,33.43,33.46,22.54,36.01,35.86,67.21,47.0,40.86,40.34,27-07-2024,scanId-836f4f0a-8b3f-42ee-908c-ecf5b57fa0ee_2024_07_26_00_00_00.json-app-measures-version-5.0.0,28:56.6,5.0.0,2024,7
856,2ad444cf-8373-4af8-aca5-e6790ba86d69,4686.78,40.72,5.89,230.5,8802.43,29493.26,23.39,2597.29,167.83,17.44,70.0,58.44,62.01,15.16,18.86,12.76,12.34,9.08,7.3,50.15,63.48,31.88,25.81,21.16,21.77,50.34,3982.29,46.99,18.86,34.31,36.66,22.64,37.81,31.9,53.15,46.06,41.28,39.8,25-06-2025,scanId-2ad444cf-8373-4af8-aca5-e6790ba86d69_2025_06_24_00_00_00.json-app-measures-version-5.0.0,57:17.1,5.0.0,2025,6
857,d26bb470-118e-4085-aa7c-2da6db0640ad,3774.51,56.14,11.31,163.88,8493.73,34637.73,23.37,2049.1,106.59,17.56,52.27,47.49,62.79,15.99,14.38,13.69,12.16,9.7,9.05,60.68,55.04,28.1,28.47,20.83,19.31,53.13,3694.12,50.79,18.15,35.01,34.3,21.68,33.4,33.67,61.21,63.49,41.69,36.93,20-11-2024,scanId-d26bb470-118e-4085-aa7c-2da6db0640ad_2024_11_19_00_00_00.json-app-measures-version-5.0.0,22:58.4,5.0.0,2024,11
858,8cbc8090-9831-41e1-b070-cdebe50f3da7,3801.5,45.3,11.95,163.28,12557.5,20614.21,21.03,3886.82,166.92,22.38,63.04,66.67,64.37,15.08,17.04,15.23,13.58,7.61,7.75,59.12,61.86,35.96,25.16,20.19,17.88,55.71,3908.64,65.12,21.3,34.67,35.84,21.33,40.45,29.1,54.51,53.28,38.86,38.04,04-01-2024,scanId-8cbc8090-9831-41e1-b070-cdebe50f3da7_2024_01_03_00_00_00.json-app-measures-version-5.0.0,16:39.1,5.0.0,2024,1
859,1778858f-f2d8-42f6-9417-dcaafa07d36c,4615.16,25.23,6.12,217.88,12818.53,29634.72,20.61,3602.01,170.55,20.39,63.25,51.64,67.02,19.99,17.15,13.97,12.31,7.6,7.35,55.98,60.77,25.42,31.32,20.26,20.9,65.12,3772.7,51.63,20.0,35.73,35.68,23.8,38.28,35.74,58.07,60.18,39.85,41.7,28-11-2025,scanId-1778858f-f2d8-42f6-9417-dcaafa07d36c_2025_11_27_00_00_00.json-app-measures-version-5.0.0,34:48.8,5.0.0,2025,11
860,30a1433e-d5e9-4837-95e8-1a28875abfff,4764.97,37.72,5.36,155.32,10255.54,31395.96,21.54,1748.15,113.4,17.19,63.37,49.18,59.84,17.42,19.71,15.78,12.51,9.14,9.79,62.68,45.11,29.27,31.35,20.12,18.89,44.53,3964.55,62.3,19.67,33.48,36.04,20.19,36.16,29.67,52.6,59.3,37.28,41.81,12-03-2024,scanId-30a1433e-d5e9-4837-95e8-1a28875abfff_2024_03_11_00_00_00.json-app-measures-version-5.0.0,41:47.4,5.0.0,2024,3
861,5336e3d6-3413-48d2-bff1-635937ce16d2,4208.48,35.14,14.65,171.3,8449.7,27223.38,19.45,2943.91,129.27,22.6,64.72,58.48,57.52,20.68,14.8,15.59,12.97,8.72,9.35,48.74,59.94,32.87,30.71,20.4,21.14,60.92,4213.65,48.87,19.12,33.53,35.58,23.36,41.86,33.34,56.12,49.98,38.14,37.52,07-10-2025,scanId-5336e3d6-3413-48d2-bff1-635937ce16d2_2025_10_06_00_00_00.json-app-measures-version-5.0.0,34:33.1,5.0.0,2025,10
862,6403e3ab-4f56-4560-a9cb-e95302b84ce5,4072.74,38.55,13.3,188.67,9701.04,27305.87,23.71,2923.39,152.41,21.73,58.64,52.66,63.27,19.53,15.86,15.5,12.94,9.23,9.89,56.58,67.58,27.3,28.15,16.75,19.25,53.53,4337.69,60.65,21.23,34.58,34.15,22.41,45.0,29.27,65.49,56.68,40.1,40.39,06-07-2024,scanId-6403e3ab-4f56-4560-a9cb-e95302b84ce5_2024_07_05_00_00_00.json-app-measures-version-5.0.0,37:42.1,5.0.0,2024,7
863,760e7569-a0bb-49d5-bf7e-278c29905f79,3803.42,26.06,7.02,156.81,14344.45,21675.13,20.47,2630.55,175.09,21.34,53.11,55.08,62.57,19.58,19.89,14.72,12.47,9.77,9.9,47.93,56.99,27.39,31.44,19.21,17.43,50.98,3553.51,45.96,21.12,36.34,33.62,21.81,38.34,31.12,53.18,49.01,37.21,41.89,13-10-2024,scanId-760e7569-a0bb-49d5-bf7e-278c29905f79_2024_10_12_00_00_00.json-app-measures-version-5.0.0,52:20.9,5.0.0,2024,10
864,910b360c-6e1e-4e55-bd2e-e059cde3757a,3551.85,52.09,11.82,223.87,8006.19,23422.0,24.34,3311.95,179.62,18.63,50.34,67.58,56.95,20.81,14.1,13.68,12.17,8.14,9.4,60.58,49.36,34.97,29.52,16.12,21.66,66.74,4214.26,46.81,21.9,33.08,33.46,23.44,36.78,33.82,52.37,59.56,36.37,38.75,21-04-2025,scanId-910b360c-6e1e-4e55-bd2e-e059cde3757a_2025_04_20_00_00_00.json-app-measures-version-5.0.0,37:11.8,5.0.0,2025,4
865,ff958c3f-d7ff-4e4d-953d-d6b41fb72d6c,3717.18,56.85,8.52,217.76,10175.25,29588.21,24.06,3322.99,97.07,19.44,68.0,61.02,68.59,15.67,15.35,14.5,14.48,9.7,7.58,47.46,68.66,28.66,27.24,18.99,16.69,66.0,4361.26,47.91,21.7,36.6,36.19,20.86,34.47,34.39,60.0,60.16,36.11,41.62,08-02-2024,scanId-ff958c3f-d7ff-4e4d-953d-d6b41fb72d6c_2024_02_07_00_00_00.json-app-measures-version-5.0.0,52:49.3,5.0.0,2024,2
866,8b5ae550-0e1f-4b03-9080-54fd8b69b438,3559.28,32.35,12.85,150.96,10710.16,23365.65,21.5,2969.09,139.25,22.8,60.72,50.55,63.1,15.85,18.52,14.73,14.79,8.65,8.5,64.26,54.75,25.58,35.39,16.63,20.09,64.81,3767.68,48.67,19.58,33.55,35.91,21.54,33.66,28.83,52.45,54.18,38.27,40.1,22-06-2025,scanId-8b5ae550-0e1f-4b03-9080-54fd8b69b438_2025_06_21_00_00_00.json-app-measures-version-5.0.0,26:42.8,5.0.0,2025,6
867,86defad7-673e-4025-9534-24d7697a2ec4,3658.97,50.09,14.58,167.67,10979.13,27471.64,23.29,1639.56,153.31,18.54,51.35,47.32,59.89,16.79,17.92,14.05,12.38,9.1,7.07,50.37,56.56,26.19,30.68,20.37,17.15,59.8,4248.04,64.79,21.68,36.64,34.05,23.33,35.33,34.86,69.09,50.82,39.68,39.85,29-08-2024,scanId-86defad7-673e-4025-9534-24d7697a2ec4_2024_08_28_00_00_00.json-app-measures-version-5.0.0,13:54.7,5.0.0,2024,8
868,577375b5-caee-415f-8474-c8b6f84b9e51,4388.6,54.92,5.27,234.33,12536.46,23091.97,23.13,1535.1,106.14,22.68,62.44,48.78,60.06,15.44,16.23,13.88,15.66,9.4,9.12,49.6,63.93,33.85,25.35,21.14,17.96,67.79,3806.57,60.04,18.05,33.34,33.35,22.63,44.29,34.55,54.09,51.46,39.88,40.14,23-08-2025,scanId-577375b5-caee-415f-8474-c8b6f84b9e51_2025_08_22_00_00_00.json-app-measures-version-5.0.0,40:45.4,5.0.0,2025,8
869,8639b528-cb26-458f-922a-42c32cdf3dda,4367.67,54.17,11.56,246.15,11835.81,22331.51,22.46,2851.67,127.46,17.11,61.34,56.26,61.14,20.83,18.41,12.22,12.98,8.68,7.7,48.1,49.98,30.37,25.43,17.25,20.11,46.35,3670.72,61.7,18.85,36.16,33.18,22.43,44.4,28.28,59.7,59.24,36.68,39.99,06-12-2024,scanId-8639b528-cb26-458f-922a-42c32cdf3dda_2024_12_05_00_00_00.json-app-measures-version-5.0.0,42:17.2,5.0.0,2024,12
870,954b34cf-5b49-48c7-846b-537593410fb1,4658.38,42.84,11.88,244.57,14999.61,30064.97,22.29,3584.99,169.19,21.51,66.08,55.1,68.31,20.42,15.05,13.91,13.5,7.83,7.55,52.24,47.55,33.28,25.26,17.01,21.0,45.67,4179.66,61.26,21.18,36.86,35.59,20.54,39.08,30.67,61.47,49.74,38.71,40.55,08-04-2025,scanId-954b34cf-5b49-48c7-846b-537593410fb1_2025_04_07_00_00_00.json-app-measures-version-5.0.0,31:10.4,5.0.0,2025,4
871,5d95e84c-2477-436d-a9d2-9158d900bb00,4701.72,54.52,6.15,237.11,12540.46,26128.7,20.95,1654.71,131.54,18.73,66.37,63.99,61.4,14.77,20.46,15.53,13.59,7.8,9.56,53.68,57.7,35.3,28.13,17.23,16.38,48.22,4270.18,48.05,18.35,35.93,35.5,22.51,32.91,31.59,49.24,52.89,38.05,38.25,08-11-2025,scanId-5d95e84c-2477-436d-a9d2-9158d900bb00_2025_11_07_00_00_00.json-app-measures-version-5.0.0,51:30.4,5.0.0,2025,11
872,4652b416-2b60-4457-93e3-a72eea9fc29a,4814.29,57.52,14.5,237.6,9722.31,28429.36,21.95,2177.81,96.62,19.55,51.68,62.07,62.96,19.41,14.98,13.01,14.03,8.61,8.57,48.22,56.03,33.19,25.61,19.99,17.32,47.14,4319.34,48.58,20.71,36.4,36.01,20.52,32.45,29.99,49.12,57.67,40.42,38.29,16-04-2025,scanId-4652b416-2b60-4457-93e3-a72eea9fc29a_2025_04_15_00_00_00.json-app-measures-version-5.0.0,36:21.5,5.0.0,2025,4
873,854576c6-bd84-4de2-b561-678009971b20,4942.12,30.65,8.27,247.71,13211.19,28778.6,23.95,3557.82,153.31,17.99,59.76,51.45,65.43,20.92,16.49,14.2,12.5,8.38,7.97,56.49,45.64,34.14,33.68,18.5,18.3,60.34,4142.67,53.69,19.7,36.64,34.11,22.24,32.4,33.98,55.93,46.25,37.27,40.7,19-11-2024,scanId-854576c6-bd84-4de2-b561-678009971b20_2024_11_18_00_00_00.json-app-measures-version-5.0.0,11:29.3,5.0.0,2024,11
874,0867bb29-8b10-4454-a286-39631a433fa4,4464.89,43.64,8.58,229.62,13318.95,25935.86,23.81,3167.88,142.43,21.56,50.97,52.42,62.15,16.86,15.68,12.9,13.85,8.54,9.07,45.77,64.87,34.48,28.0,21.58,21.51,52.54,3980.87,68.51,18.78,36.42,35.89,23.18,41.26,35.73,52.05,50.6,38.3,36.67,03-01-2024,scanId-0867bb29-8b10-4454-a286-39631a433fa4_2024_01_02_00_00_00.json-app-measures-version-5.0.0,23:43.5,5.0.0,2024,1
875,ccd6f6dc-7e3a-46d2-bfb5-a3a45c4e85dd,4279.86,26.12,12.41,241.57,12518.61,24946.25,21.53,3494.37,178.26,21.2,68.31,57.29,60.92,18.93,17.88,14.84,12.28,7.66,7.85,55.31,49.57,26.34,33.45,21.51,18.87,43.87,3694.36,48.2,20.14,36.3,35.79,22.95,35.25,29.6,50.94,57.89,40.03,41.27,10-02-2025,scanId-ccd6f6dc-7e3a-46d2-bfb5-a3a45c4e85dd_2025_02_09_00_00_00.json-app-measures-version-5.0.0,28:36.3,5.0.0,2025,2
876,3be927aa-55eb-426f-84c2-cb2631eb114b,4926.93,43.03,5.71,197.13,11817.13,27428.01,23.15,2884.42,154.22,17.73,65.1,48.5,63.18,19.49,14.92,15.55,12.59,8.02,7.01,58.21,66.97,31.55,29.48,16.63,20.78,62.95,4484.53,46.01,19.52,35.71,36.13,22.65,36.69,30.07,60.82,65.49,36.43,40.53,28-05-2024,scanId-3be927aa-55eb-426f-84c2-cb2631eb114b_2024_05_27_00_00_00.json-app-measures-version-5.0.0,34:34.1,5.0.0,2024,5
877,e270d78e-501d-4ba0-bd36-b48f0c19194c,4822.49,57.29,6.81,202.86,9457.93,20261.66,24.6,2174.95,130.18,19.3,51.57,50.0,63.48,19.77,18.64,12.6,14.35,7.74,9.11,61.42,50.42,32.87,25.26,19.97,21.87,62.52,4009.35,58.69,18.59,33.64,35.67,23.76,35.23,33.48,50.09,47.79,40.8,36.94,13-09-2024,scanId-e270d78e-501d-4ba0-bd36-b48f0c19194c_2024_09_12_00_00_00.json-app-measures-version-5.0.0,14:26.2,5.0.0,2024,9
878,2606f414-15ee-4660-a9e0-f2df5cd0f498,4976.78,56.31,7.85,156.56,10666.92,32461.59,24.78,2571.02,158.3,19.3,62.43,57.08,66.34,16.38,15.73,12.94,14.57,9.82,7.52,67.46,68.34,25.61,30.53,20.66,20.11,57.87,3945.5,48.82,18.01,34.46,36.27,21.5,41.89,35.25,52.38,57.66,36.07,41.23,28-01-2025,scanId-2606f414-15ee-4660-a9e0-f2df5cd0f498_2025_01_27_00_00_00.json-app-measures-version-5.0.0,22:23.4,5.0.0,2025,1
879,12cc95d6-67fb-445f-ac69-5fc251dce498,4914.43,25.66,6.87,159.11,12876.64,34202.79,19.33,2918.57,158.3,21.98,62.04,66.46,59.04,15.15,18.14,13.66,14.68,9.29,9.1,47.96,63.33,27.62,27.57,18.1,18.97,64.68,3976.39,54.72,18.74,34.74,36.1,23.98,39.41,33.15,49.45,50.94,39.61,40.91,03-12-2024,scanId-12cc95d6-67fb-445f-ac69-5fc251dce498_2024_12_02_00_00_00.json-app-measures-version-5.0.0,45:20.1,5.0.0,2024,12
880,46e2c5d2-e10b-4319-a260-8e9f349f5175,4513.34,59.11,8.38,221.11,14564.85,31181.24,21.04,2025.37,102.97,19.28,50.63,54.86,67.65,14.02,19.64,15.84,13.04,8.14,7.92,50.18,47.2,31.12,32.56,17.46,19.23,51.1,4288.55,46.6,20.57,35.45,34.66,20.19,33.16,34.6,61.33,58.24,36.99,39.31,29-04-2024,scanId-46e2c5d2-e10b-4319-a260-8e9f349f5175_2024_04_28_00_00_00.json-app-measures-version-5.0.0,23:42.6,5.0.0,2024,4
881,6a8fa3eb-0e97-41a0-b4a1-cd815619e53a,4151.65,49.22,5.59,184.37,14989.47,22585.97,22.41,2790.32,127.01,20.93,64.27,63.15,64.17,16.79,20.97,13.65,13.92,7.84,9.88,46.2,53.03,35.57,30.5,19.87,17.15,52.75,3867.76,68.24,21.36,35.05,35.71,23.63,35.3,29.59,64.44,67.93,37.68,40.98,04-05-2024,scanId-6a8fa3eb-0e97-41a0-b4a1-cd815619e53a_2024_05_03_00_00_00.json-app-measures-version-5.0.0,54:29.7,5.0.0,2024,5
882,ef6081e7-136b-4057-a837-196e7c272013,4288.28,25.03,9.42,166.98,13516.32,28388.84,23.45,3231.12,118.84,22.04,66.48,62.24,69.73,19.42,18.92,12.87,15.08,7.84,7.56,69.04,46.5,32.33,33.43,20.67,16.8,44.08,4126.36,62.81,20.05,35.21,35.54,23.15,35.08,34.62,53.35,61.68,39.75,40.62,07-09-2025,scanId-ef6081e7-136b-4057-a837-196e7c272013_2025_09_06_00_00_00.json-app-measures-version-5.0.0,17:30.4,5.0.0,2025,9
883,2d8a3953-6a47-47d3-9f6c-026468228856,4555.07,29.93,14.22,215.16,12031.3,33916.14,23.97,3084.24,178.26,21.58,55.98,61.58,60.67,18.32,16.78,12.59,14.16,9.91,8.52,48.05,66.16,28.72,30.79,21.28,19.33,57.77,3655.82,46.42,20.79,35.5,34.68,22.51,38.65,28.79,61.83,59.4,37.03,41.52,17-02-2025,scanId-2d8a3953-6a47-47d3-9f6c-026468228856_2025_02_16_00_00_00.json-app-measures-version-5.0.0,19:56.5,5.0.0,2025,2
884,ca9d61c4-a695-48e9-8b5a-e069f153367c,4705.51,50.66,6.62,226.69,8848.86,20127.69,24.14,2219.77,179.62,19.62,61.29,54.17,64.74,20.55,18.98,14.15,12.65,9.89,8.49,58.68,68.18,32.2,35.84,20.24,18.83,61.14,4329.52,46.18,20.26,35.65,33.92,20.31,42.93,31.99,58.88,54.27,37.96,36.65,10-09-2024,scanId-ca9d61c4-a695-48e9-8b5a-e069f153367c_2024_09_09_00_00_00.json-app-measures-version-5.0.0,59:18.4,5.0.0,2024,9
885,de6c026f-3744-44c3-bcb2-32bd0d0b60bb,4358.8,26.27,11.75,181.43,10040.81,29942.16,19.68,1894.15,128.82,21.96,54.08,67.23,56.8,14.42,15.12,12.35,15.95,8.49,9.28,58.12,47.27,25.23,31.72,16.16,21.34,62.08,3556.68,51.53,20.6,34.67,33.25,21.55,39.14,33.93,62.7,53.63,38.83,36.41,24-02-2024,scanId-de6c026f-3744-44c3-bcb2-32bd0d0b60bb_2024_02_23_00_00_00.json-app-measures-version-5.0.0,54:13.1,5.0.0,2024,2
886,27fce2c1-1d51-4643-a585-d7e770b16322,4442.15,51.64,12.84,203.41,10077.29,30345.41,22.31,2178.57,136.08,22.88,48.83,65.46,54.44,18.67,20.82,14.85,15.94,8.51,9.31,64.54,54.44,27.24,28.99,17.19,18.07,63.81,4377.0,58.11,21.37,35.31,36.15,22.71,37.71,29.69,65.76,59.04,36.45,39.75,21-05-2024,scanId-27fce2c1-1d51-4643-a585-d7e770b16322_2024_05_20_00_00_00.json-app-measures-version-5.0.0,47:21.8,5.0.0,2024,5
887,1fb7e75f-333a-446b-92a2-a24f8218f90b,4616.64,32.85,8.02,193.52,12743.68,20165.96,23.08,2534.55,179.62,22.73,56.01,52.76,54.65,17.0,15.1,13.96,14.51,7.2,7.26,61.52,59.64,27.71,32.31,17.64,20.82,48.5,3775.68,52.52,18.35,36.46,33.37,23.22,38.61,28.74,66.77,60.54,39.25,41.77,08-06-2025,scanId-1fb7e75f-333a-446b-92a2-a24f8218f90b_2025_06_07_00_00_00.json-app-measures-version-5.0.0,40:57.1,5.0.0,2025,6
